Year,LogSalePrice,SqftLot,SqftAbove,SqftBasement,SqftLawn,Floors,Bedrooms,Bathrooms,Kitchens,Condition,Grade,OnlineGrade,YearsSince1900Built
2014,12.8346813,7475,1100,1100,1982,1,4,1.75,0,5,7,9,55
2014,12.61153775,4862,1910,0,3550,2,4,2.5,1,3,7,6.6,105
2014,12.94800999,9600,1750,0,3375,1.5,4,1,1,4,7,7.6,54
2014,13.71015004,77972,1330,0,25946,1,3,1,0,3,7,7.2,28
2014,13.42970101,5750,1980,460,1388,2,3,2.5,1,3,9,7.5,100
2014,13.04548233,29970,1640,0,11604,2,3,2.5,1,3,7,7.4,92
2014,12.84792653,11340,2760,0,938,2,5,2.5,1,4,9,8.4,78
2014,12.70533163,7912,1820,0,2361,2,4,2.5,1,3,7,6.8,94
2014,13.31290109,5608,1340,770,2125,1,3,2.5,0,3,8,7.7,113
2014,13.58609739,9570,1640,1400,2850,1,5,2.5,0,4,8,8.4,66
2015,13.04979268,40438,1840,0,16069,2,3,2,1,3,7,7,94
2015,13.41950061,10400,2990,0,3227,2,4,2.5,1,3,9,7.7,102
2014,13.60478953,15420,3520,0,4183,2,4,2.5,1,3,10,8.1,91
2015,13.573439,69415,1910,530,20696,1,4,2.75,0,4,8,8.4,89
2014,12.73080117,7500,1370,720,4945,1,4,3,0,3,7,6.9,86
2014,12.54254488,7222,1430,0,1155,2,3,2.25,1,3,7,7.3,93
2014,12.66032792,10754,1100,1080,4642,1,4,2.25,0,5,7,8.4,54
2015,13.18063229,10754,1100,1080,5809,1,4,2.25,0,5,7,8.6,54
2014,12.84792653,9914,3450,0,439,2,5,3,1,3,9,7.4,104
2014,12.60148742,7562,1450,0,1562,2,3,2.25,1,3,7,6.8,94
2014,13.50079981,7331,3230,0,2427,2,4,2.5,1,3,10,8,104
2014,13.01700286,13500,1110,530,7818,1,3,1.75,0,3,7,6.9,40
2014,12.52452638,7750,1060,530,0,1,3,3,0,3,7,7.2,97
2015,13.29631668,2849,2020,0,280,2,4,2,1,3,7,7.2,60
2015,12.98310131,3348,1300,0,760,1.5,3,1.5,1,3,7,7.1,4
2014,12.50617724,209959,1380,0,69210,1,2,1.5,0,1,6,4.6,54
2014,13.76421726,14338,3030,1010,6002,2,3,3,1,3,10,8.1,86
2015,12.87133462,5337,2130,0,2236,2,4,2.25,1,3,7,6.7,101
2015,13.23569206,7800,1580,970,1238,1,4,2.25,0,3,8,7.6,68
2014,14.11561515,14984,3480,1320,1484,2,5,3.5,1,3,11,8.2,98
2014,13.59111622,11585,2510,0,3078,2,4,2.25,1,4,8,8.6,69
2014,12.80902156,9600,1410,0,2758,1,3,2,0,4,7,7.9,83
2014,12.43857229,7352,1160,490,0,1,3,2,0,3,7,6.9,79
2014,12.90904639,13780,2120,0,5403,2,4,2.5,1,3,8,7.2,93
2014,12.86099861,10726,1380,660,1409,1,4,1.5,0,3,7,7,54
2014,12.7512997,7620,1550,0,5081,1.5,4,1,1,3,7,6.8,57
2014,13.10216067,3128,1980,0,0,2,3,2.75,1,4,9,8.6,79
2014,12.70684793,26977,1600,0,9346,2,3,2.5,1,3,8,7.3,105
2014,13.73970884,12090,3300,0,5180,2,4,2.75,1,3,8,7.4,53
2014,13.92705193,16619,3840,0,4578,2,4,2.5,1,4,10,8.9,83
2015,12.70684793,10000,1220,0,1156,1,2,1,0,5,7,8.8,50
2015,13.18063229,8800,1500,1220,629,1,5,2.25,0,4,7,8,58
2014,12.80765263,25600,1940,0,7828,1,4,2,0,1,8,5.6,62
2014,12.84463164,3000,1260,900,0,1.5,3,2.5,1,3,7,6.8,9
2014,12.5058068,8750,1530,0,2235,1.5,4,1.75,1,4,7,7.9,68
2015,13.23032052,2096,1290,420,0,2,3,3.5,1,3,8,7.3,108
2014,12.79385931,16980,2150,1580,4754,1,4,1.75,0,4,7,8,74
2015,12.77138645,5000,940,0,5000,1,2,1,0,4,7,7.7,37
2015,12.98768847,22357,1750,0,5437,2,3,2.5,1,3,8,7.3,94
2014,12.68385842,6753,1820,0,0,2,4,2.5,1,3,7,6.8,94
2014,13.38472764,2000,1330,180,589,2,3,3.25,1,3,9,7.5,101
2014,13.01700286,1213,1290,0,1213,3,3,2,2,3,8,7.2,101
2015,12.53717334,5250,1570,0,5250,1,3,2,0,3,7,7,98
2015,12.80751564,6957,1930,0,492,2,4,2.5,1,3,8,7.2,95
2014,13.64115717,40139,2840,0,11411,1,4,3.5,0,4,10,8.8,86
2015,12.49874226,8134,1550,0,0,2,3,2.5,1,3,7,6.7,91
2014,13.1568305,143947,833,0,46176,1,2,1,0,3,5,6.5,106
2014,13.35810721,32239,2990,0,10512,2,3,2.5,1,4,8,8.4,78
2014,13.26646372,7251,2000,0,1394,2,3,2.5,1,3,9,7.7,95
2015,12.73375539,7480,2390,0,2010,1.5,4,1.5,1,3,7,7,20
2014,13.25339164,37461,1530,1380,13677,1,3,1.75,0,4,7,8.1,67
2014,13.24192261,174240,1610,475,57265,1,4,1.75,0,3,7,7.3,64
2015,12.95512746,9351,1290,910,1958,1,4,2.25,0,5,7,8.6,62
2014,12.77987307,5028,1860,0,13,2,3,2.25,1,3,8,7,112
2014,14.25376549,171626,6070,0,55950,2,5,4.25,1,3,12,8.7,99
2014,13.08569939,3960,950,0,1498,1,2,1,0,3,7,7,41
2014,13.34550693,9135,1600,0,4746,1,3,1.75,0,5,7,8.8,55
2014,13.19561384,11632,2250,0,0,2,3,2.5,1,3,8,7.3,88
2015,12.84792653,10255,2280,0,1697,2,3,2.5,1,4,8,8.1,85
2014,12.8346813,5120,940,0,1618,1,2,1,0,3,7,6.7,9
2015,12.40901349,8500,1030,500,0,1,3,2.5,0,5,7,8.7,96
2014,12.64432758,27260,2190,0,8048,1,5,1.75,0,4,7,8,47
2015,14.07787482,15021,1770,580,4821,1,3,2,0,4,8,8.6,76
2014,12.89169156,7680,1200,240,0,1,4,2,0,3,7,7,71
2015,12.80765263,4052,2200,0,0,2,3,2.5,1,3,8,7.1,105
2014,12.70229212,8250,2290,0,2051,2,4,3,1,3,9,7.8,90
2014,13.80343798,19700,4040,0,6923,2,4,3,1,3,11,8.6,87
2014,13.81551056,3277,1920,690,0,1.5,4,2.5,1,5,8,9.4,22
2014,12.37581542,2138,1490,0,2138,2,3,2.5,1,3,7,6.7,105
2014,13.17115354,5280,2450,0,2076,2,4,2.5,1,3,8,7,103
2014,13.52649426,9627,1440,270,3351,1,4,2.5,0,3,9,7.4,76
2014,13.4904727,11800,3470,1400,4472,2,5,2.5,1,3,10,7.8,83
2015,13.64472224,8750,3130,0,0,2,3,2.5,1,3,10,8,91
2014,12.98997419,1372,1270,0,679,3,2,2,2,3,8,7.2,100
2014,13.26732915,10875,1540,580,4623,1,3,1.75,0,3,8,7.4,77
2014,12.33688159,8230,1670,0,3872,1,3,1.5,0,5,7,8.5,54
2014,12.18586994,11576,2070,0,2856,2,3,2.25,1,3,7,7,74
2014,13.37078474,5332,1070,350,1359,1,2,1,0,3,8,7.5,53
2015,12.76568843,219978,1250,0,73120,1,3,1.5,0,4,6,7.6,80
2014,12.23076526,7980,940,0,2408,1,3,1,0,4,7,7.9,60
2014,12.89921983,9102,1920,0,6016,1,3,1.75,0,3,7,7.1,68
2014,13.84506936,9816,2610,935,0,1,3,2.5,0,3,10,8.1,105
2015,13.13231371,5460,1260,0,4380,1,3,2,0,3,7,7.1,72
2014,13.07107008,7200,1300,1040,2272,1,5,2.5,0,3,7,7.2,75
2014,13.16158409,9263,1440,1150,3637,1,3,2.25,0,5,8,9.2,77
2015,14.18707411,24920,3260,710,8503,2,3,4.5,1,3,10,8.1,77
2014,12.71739814,9732,1220,0,1671,1,3,1.75,0,3,7,6.6,65
2015,12.35449265,10403,1400,0,2806,1,3,1,0,4,6,7.5,76
2015,13.44603981,16117,1710,650,4775,1,3,2.75,0,4,8,8.3,83
2014,13.60602333,9897,1870,0,1388,1,3,1.75,0,4,8,8.4,60
2014,13.21949009,5802,2830,0,915,2,3,2.5,1,3,9,8,101
2015,13.11533876,3640,2260,0,0,2,3,2.5,1,3,8,7.1,94
2014,13.46595308,20978,1770,200,9318,2,3,3,1,4,9,8.6,80
2014,13.26732915,9225,1770,1370,0,1,4,2.5,0,5,9,9.4,66
2015,12.44901882,8659,1240,0,2314,1,3,1.75,0,5,7,8.7,86
2014,13.86430072,7832,3450,0,0,2,4,3.5,1,3,10,7.9,107
2015,12.75995776,8491,2570,0,2939,2,3,2.25,1,4,8,8.3,89
2014,12.34583459,3413,1510,0,1457,2,3,2,1,3,7,6.9,85
2014,12.79246946,11250,2390,0,2387,2,4,2.25,1,3,9,7.3,88
2014,12.70684793,7000,980,0,3854,1,3,1,0,3,6,6.7,53
2014,11.28978191,5050,430,0,3518,1,1,0.75,0,2,4,4.8,12
2014,13.04979268,6360,1480,0,2215,1,3,1.75,0,3,7,6.9,54
2014,12.69158046,7324,1850,0,2027,2,4,2.5,1,3,8,7.3,97
2015,12.7381704,28025,1920,350,7204,1,3,2,0,4,7,8,47
2015,12.74402694,5192,1810,0,5049,2,3,2.5,1,3,8,7.1,93
2014,12.58073484,17600,1610,0,3312,2,2,2,1,3,6,6.7,30
2015,13.67475312,6161,3840,0,919,2,3,4.25,1,3,10,8,100
2014,13.99699843,8400,3130,980,1704,2,4,2.75,1,3,9,7.9,28
2014,13.9552725,10259,3150,1040,561,2,4,3.25,1,3,11,8.2,100
2014,13.66457138,6298,3390,0,0,2,4,2.75,1,3,9,7.7,111
2014,13.16158409,3006,1890,0,0,2,4,2.25,1,3,7,7.2,103
2014,13.03898177,2527,1080,530,104,2,3,2.5,1,3,9,7.9,105
2014,12.99208156,4590,850,200,4590,1,3,1.5,0,3,7,6.7,49
2015,12.66032792,6550,630,0,3547,1,2,1,0,3,5,5.9,18
2014,13.28787782,10650,1780,1130,0,1,4,2.75,0,3,8,7.3,75
2014,12.84397135,8640,850,850,151,1,4,1.75,0,3,7,7.1,55
2014,12.70229212,8130,1950,0,0,2,3,2.5,1,4,9,8.4,90
2015,13.6529328,9773,2990,0,3876,2,3,3,1,4,8,8.4,73
2014,13.17115354,6000,900,450,5423,1,3,1.5,0,3,7,7.1,50
2015,14.1412107,181319,4860,0,63535,2.5,4,3.25,1,3,9,7.7,93
2015,12.59473064,7725,1460,700,3505,1,4,2.5,0,4,8,8.2,78
2014,13.88036153,11793,3860,1000,1301,2,6,3.5,1,3,11,8.4,98
2014,12.24505295,5000,890,0,3456,1,2,2,0,3,6,6.6,17
2014,13.45869275,7302,2810,0,1001,2,4,2.75,1,3,9,7.9,102
2015,14.06237064,9500,3400,0,4871,2,5,2.5,1,4,8,8.6,77
2014,13.02143746,7350,960,620,1765,1,4,1.5,0,4,7,7.8,63
2015,12.82125828,5036,1680,0,1291,1,3,2,0,4,7,8,87
2015,12.35449265,11230,1300,0,3387,1,3,1.75,0,5,7,8.6,68
2014,13.41495836,14062,2380,440,2998,2,5,2.5,1,4,7,8.1,60
2014,12.89295021,6710,1070,440,1074,1,3,2,0,3,7,7.1,72
2014,13.10216067,1391,870,360,209,2,2,2.5,1,3,8,7.7,104
2015,13.49392693,4140,1710,400,0,2,4,2,1,3,9,7.7,25
2014,12.60819885,19635,1610,1470,4286,1,3,2.75,0,4,7,7.9,58
2014,13.34550693,5750,1190,300,0,1.5,2,1.5,1,4,7,8,0
2014,12.98883198,4500,2120,0,3320,2,3,2.5,1,3,7,7.1,100
2015,13.38472764,5438,3180,0,0,2,4,2.5,1,3,9,7.5,103
2014,13.07107008,3825,860,630,461,1,2,1,0,3,7,7.4,29
2014,12.74256602,11947,1930,0,5101,1,3,2,0,4,8,8.1,66
2014,13.99562134,7800,2770,0,1050,2,4,2.5,1,3,10,7.9,99
2015,12.54254488,11610,1670,0,1223,1,3,1.5,0,4,7,7.7,63
2014,12.3883942,7200,1330,0,3686,1,2,1.75,0,3,7,7,93
2014,13.17874371,3328,1210,0,256,1.5,3,1,1,4,7,7.9,24
2015,12.99906516,5100,1030,160,2207,1,3,1,0,4,7,8,41
2014,13.32937755,6872,820,720,2054,1,2,1,0,4,7,8,46
2014,14.21092533,10800,4030,0,1023,2,4,3.75,1,3,10,8.2,106
2015,13.27936713,7559,1580,850,2105,1,4,1.75,0,4,8,8.1,81
2015,13.08154138,7787,2600,0,1976,2,4,2.5,1,3,8,7.5,105
2014,13.90626492,57063,4410,0,16882,2,5,3.5,1,4,9,9,90
2014,12.5776362,8184,1330,0,1198,1.5,4,1,1,3,7,6.9,49
2014,13.32937755,5000,950,950,0,1,3,1.75,0,5,7,9.1,51
2015,12.61153775,7680,1100,0,1310,1,2,1,0,4,7,7.5,50
2014,12.63785506,39150,1580,400,14448,1.5,3,1,1,3,6,6.6,32
2015,13.52782849,7745,2400,0,2788,2,3,2.5,1,3,9,7.9,101
2014,14.62644077,8036,3390,1370,1511,2.5,4,2.25,1,5,9,10,16
2014,13.69897674,194278,3180,0,62591,2,4,3.25,1,3,10,8.3,105
2015,12.57071576,7560,1190,0,23,1,3,1,0,5,6,8.6,58
2014,12.15477935,6000,630,0,839,1,2,1,0,3,6,6.5,43
2015,13.15192218,5105,1520,1010,0,1,5,3,0,3,8,7.1,105
2014,12.36734079,11054,1690,0,2792,1,4,1.5,0,4,5,7.3,30
2014,12.52452638,5000,940,0,1898,1,2,1,0,3,6,6.9,51
2014,13.49736928,9119,1240,0,4777,1,2,2,0,4,7,8,52
2014,13.38472764,6587,3040,0,0,2,4,2.5,1,3,7,7.1,103
2014,14.28551419,230652,6050,0,71498,2,6,5,1,3,11,8.3,101
2014,12.80765263,7085,1590,0,1955,1.5,4,1,1,3,6,6.8,44
2014,13.40302083,36947,2500,0,10854,1,3,1.75,0,3,9,7.4,84
2015,12.50802738,7848,1320,460,4249,1,3,2.5,0,3,7,6.7,78
2015,12.20607265,1898,1360,0,0,2,2,1.5,1,3,7,7.1,78
2015,13.78505135,76230,4740,0,23036,2,4,3.25,1,3,10,8,87
2014,11.98292909,9600,1010,0,5090,1,3,1.5,0,4,7,7.5,62
2015,12.22587527,7405,1040,0,4377,1,3,1,0,4,6,7.4,71
2015,12.78828827,6655,1610,0,0,2,3,2.25,1,4,7,7.8,85
2015,13.02143746,8268,1570,0,1614,1,4,1.75,0,3,7,6.7,79
2014,13.29631668,4000,1010,500,0,1,2,2,0,4,7,8.2,0
2015,12.42520818,6082,1360,0,4849,1,3,2,0,3,7,7.2,94
2015,12.75679183,5106,1970,0,1275,2,4,2.5,1,3,8,7.1,99
2015,14.56928236,24069,5403,0,4522,2,3,2.5,1,4,12,9.4,76
2014,12.54254488,4350,1560,0,975,2,4,2.5,1,3,7,6.8,103
2014,12.67259522,12000,2270,50,4457,1,4,1.75,0,4,8,8.4,73
2014,13.18063229,40518,2120,0,13839,1,3,2.25,0,3,8,7.3,67
2014,12.8346813,18500,2120,0,5689,2,3,2.25,1,4,8,8.2,83
2015,13.72119988,29242,3350,0,9326,2,4,2.5,1,3,11,8.1,88
2014,13.56961002,9614,2380,0,3086,2,4,2.5,1,4,10,8.9,91
2015,12.46824458,649,720,350,649,2,2,2,1,3,9,7.3,108
2014,12.66032792,18360,1560,740,8367,1,4,2.75,0,4,7,7.7,79
2014,12.27839331,8865,1320,0,1746,1,2,1,0,4,6,7.6,43
2014,13.46595308,10221,1140,1040,3032,1,3,1.75,0,4,7,8.3,46
2014,14.18707411,6320,3580,800,1109,2,3,3,1,5,10,9.9,52
2015,13.01922262,9813,1790,0,6496,2,3,1.75,1,3,7,6.9,49
2014,12.47227569,8125,750,0,4802,1,2,1,0,4,6,7.6,43
2014,12.88916949,8280,1300,0,2083,1,3,1.5,0,5,7,8.8,56
2014,13.49392693,29170,2990,0,7393,2,4,2.5,1,3,9,7.6,99
2014,14.48333993,15235,2860,1780,189,2,7,3.5,1,3,11,8.5,65
2014,12.38002595,7242,1400,0,0,1.5,4,1,1,3,7,6.9,59
2015,13.52782849,9563,2750,0,3692,2,6,1.75,1,4,8,8.5,73
2014,12.71138309,10271,2050,0,0,2,4,2.5,1,3,7,6.9,98
2014,13.03898177,108900,1410,820,37112,1,4,3,0,3,7,6.9,78
2014,12.91151888,217014,2340,0,71339,1,4,2.25,0,4,8,8,82
2014,13.68767719,5163,2870,0,3481,2,3,2.5,1,3,9,7.7,114
2014,13.66816997,22370,4120,0,8782,2,4,2.5,1,3,10,7.9,97
2014,13.36719014,9162,1370,710,3253,1,3,1.75,0,3,7,7,60
2014,12.98310131,5680,1840,0,1019,2,3,2.5,1,3,7,7,108
2014,12.46843691,5350,1180,0,1111,1.5,3,1,1,4,6,7.4,59
2014,13.41726929,4000,1530,630,4000,1.5,5,2.75,1,5,7,8.9,27
2014,13.32121424,3400,1180,0,0,1.5,3,1,1,3,8,7.6,7
2014,12.91164235,15029,870,290,7806,1,2,0.75,0,4,6,8,37
2014,12.73346036,5612,1830,0,2019,2,4,2.5,1,3,7,6.8,103
2015,13.48700649,7708,3200,0,1862,2,4,4,1,3,10,8.1,104
2015,12.99906516,5445,1760,800,1179,1.5,5,3,1,4,7,7.9,27
2014,13.38472764,5040,2550,0,118,1.5,5,2.75,1,5,8,9.4,2
2015,12.48180865,9917,1040,290,6889,1,3,1.75,0,3,7,6.9,81
2014,12.61153775,75794,1220,0,27522,1,2,1,0,4,7,7.8,63
2014,12.49125159,3402,1805,0,1164,2,3,2.5,1,3,7,6.9,109
2014,13.74293987,84942,4150,1900,29648,2.5,4,4,1,3,9,7.5,109
2015,13.18063229,5493,2320,0,207,2,4,2.5,1,3,8,7.3,104
2014,12.10071213,8960,1384,0,2467,1,3,1,0,4,6,7.7,65
2014,13.33586055,6439,2720,0,948,2,3,2.5,1,3,9,7.7,105
2014,12.48370438,10608,1820,0,2695,1,3,1.5,0,4,7,7.7,62
2014,13.50079981,4920,1530,600,1009,1.5,2,2.25,1,4,7,8.2,41
2014,12.99225469,10070,2060,0,3809,2,4,2.25,1,3,7,6.9,75
2014,12.50060619,7500,1080,340,0,1,4,1.75,0,4,7,7.9,81
2014,12.70684793,15744,1510,0,5837,1,3,1.75,0,3,7,6.9,85
2014,13.36922346,4000,1960,200,1571,1.5,3,2.5,1,3,8,7.5,3
2014,13.71015004,12600,3180,0,1355,2,3,2.5,1,4,11,9.2,78
2014,12.82125828,13300,2110,0,4268,2,3,2.25,1,4,8,8,85
2015,13.43717412,2900,1330,730,0,1.5,3,2,1,5,8,9,31
2014,13.13231371,217800,1010,820,73723,1,3,1.5,0,3,7,6.7,81
2014,12.4874851,32666,1820,0,9382,1,3,1.75,0,4,7,7.7,66
2015,12.5776362,2937,1610,0,2937,2,3,2.5,1,3,8,7.3,106
2014,12.59811473,3600,1780,0,945,2,4,2.5,1,3,7,6.9,106
2015,12.79385931,9611,1840,0,775,2,4,2.5,1,3,7,6.7,96
2014,12.39047537,10584,990,470,0,1,3,1.75,0,3,7,6.7,97
2014,12.82799232,2958,1400,0,0,2,2,2.5,1,3,8,7.3,107
2014,13.29631668,14402,3370,0,3759,2,3,2.5,1,3,9,7.7,104
2014,13.15192218,8249,3590,0,2859,2,4,3,1,3,9,7.5,97
2014,14.01436142,15367,3200,0,3815,2,4,2.25,1,4,9,8.9,62
2014,13.13626628,6460,1670,0,2948,1,2,1.75,0,3,8,7.2,104
2015,12.89909482,31465,2420,0,7418,1,4,2,0,3,9,7.5,84
2014,12.1281111,10816,1430,0,2712,2,3,1.75,1,3,7,6.8,94
2014,13.03898177,7070,1440,0,2692,1,3,1.75,0,3,7,7.2,80
2015,12.98425008,4789,1450,0,4468,2,3,2.25,1,3,7,7,85
2015,13.05835805,13938,2100,1450,1074,1,4,2.75,0,5,8,9.2,66
2014,13.1825173,1175,1110,160,413,2,2,3,1,3,8,7.3,100
2015,13.00245308,6804,940,0,2253,1,2,1,0,3,7,7,49
2014,12.31492705,6824,1300,370,424,1,3,2,0,3,7,7.1,90
2015,13.28787782,15842,2400,700,4498,2,4,3.5,1,3,8,7.6,96
2014,12.7367009,1760,1100,0,1172,3,2,2.5,2,3,7,7.1,97
2014,13.38472764,3388,1230,640,3388,1,3,2,0,4,8,8.4,25
2014,13.18740177,5080,1930,0,0,2,3,2.5,1,4,8,8.2,90
2014,13.45166712,4694,2540,0,0,2,3,2.75,1,3,9,7.8,105
2014,12.39669301,7524,1280,0,3979,1.5,3,1.75,1,4,7,7.6,88
2015,12.95984445,8814,1280,540,4605,1,3,2.25,0,3,7,6.9,67
2015,13.17115354,9414,1490,0,2092,2,3,2.25,1,3,7,7,81
2014,13.09190417,5502,1880,0,1517,2,3,2.5,1,3,8,7.3,88
2015,12.07254125,9775,1250,0,1350,1,3,1,0,3,7,6.6,71
2014,12.25486281,7210,1440,0,1402,1,3,2,0,3,8,6.9,83
2015,12.46843691,7415,1920,0,716,2,3,2.5,1,3,7,7,89
2014,13.26559755,5750,1330,730,2158,1,3,2.5,0,3,7,7.1,76
2014,12.20607265,10588,1210,0,4704,1,3,1.5,0,4,7,7.7,58
2015,13.31298374,5000,940,820,2385,1,2,1.75,0,4,7,7.8,27
2014,12.69158046,6750,990,0,850,1,3,1,0,4,6,7.5,47
2014,12.57591058,6400,820,140,2833,1,3,1,0,4,6,7.4,44
2014,13.23560277,1458,1660,0,0,3,3,2.5,2,3,9,7.9,114
2015,13.85713223,9375,1330,570,4266,1,3,1.75,0,4,8,8.3,41
2014,13.20578499,2790,990,280,0,1,3,2.25,0,3,7,7.3,70
2014,13.08154138,34293,3250,0,12704,2,4,2.25,1,4,9,8.6,83
2014,12.29225034,9633,960,0,2408,1,3,1,0,5,6,8.1,82
2014,13.24458101,6000,960,370,2226,1,2,1.75,0,4,7,7.8,14
2014,12.96383647,7700,1600,480,3827,1,3,1.75,0,5,7,8.8,68
2014,13.38472764,11575,2130,560,6693,1,3,2.5,0,3,8,7.4,57
2014,13.20302128,3060,770,120,3060,1,2,1,0,3,7,7,10
2014,12.9360338,8000,1070,0,2656,1,3,1.75,0,3,7,7.3,77
2014,12.27373129,8316,1200,0,37,1,3,1,0,4,6,8,53
2015,12.40901349,8910,1360,0,5787,2,3,1.5,1,5,7,8.7,49
2014,12.65873936,13303,2050,0,1029,1,3,2,0,3,8,7.2,93
2015,13.92883924,5750,2000,1000,0,2,3,1.5,1,5,9,9.4,24
2015,12.84264947,3850,800,500,1280,1,2,2,0,3,7,6.8,63
2014,12.62806706,9091,1340,910,0,1,4,2.5,0,3,7,6.9,82
2015,13.29631668,6750,1980,1760,3427,1,5,2.75,0,4,8,8.1,78
2015,13.50011465,1091,1530,130,1091,3,3,2.5,2,3,9,7.6,115
2014,12.97154049,6699,2360,0,1456,2,3,2.5,1,3,7,6.9,103
2015,12.3883942,6500,1150,610,1526,1,3,1.75,0,3,7,7.2,87
2015,13.20854107,6200,1680,0,2007,1.5,3,1.75,1,3,7,7.1,16
2014,13.18063229,2500,870,450,786,1,3,1.75,0,3,7,7.2,18
2014,11.96400108,26326,870,0,10864,1,1,1,0,3,6,6.3,39
2015,12.95984445,7645,1260,0,5819,1.5,4,1,1,3,6,6.6,25
2014,12.30138283,6020,1000,0,0,1,3,1,0,3,6,6.4,44
2014,13.16350532,36400,1550,470,11383,1,4,1.75,0,4,8,8.3,76
2014,12.69158046,6862,1120,800,3965,1,3,1,0,3,7,7,52
2015,13.30050956,5400,1380,770,0,1.5,3,2,1,4,7,8.1,11
2014,12.72783821,3976,1470,0,3812,2,3,2.5,1,3,7,6.9,99
2015,13.81551056,10492,3180,0,196,2,3,2.5,1,3,10,8.2,91
2014,14.93718812,55867,2330,1600,16818,1,3,2.5,0,4,8,8.6,57
2014,13.11231304,6000,990,0,1478,1,3,1,0,3,6,7,43
2015,13.52515826,3330,1970,800,0,2,4,3.5,1,3,8,7.3,101
2014,13.69672702,8710,1250,0,1237,1,3,1.5,0,4,7,7.9,53
2015,12.5058068,22267,1140,0,7808,1,3,1.75,0,3,7,6.7,86
2014,13.11533876,14440,1550,700,5592,1,4,2.5,0,3,7,7.2,67
2015,13.07107008,5097,1640,0,2715,2,3,2.5,1,3,7,6.8,69
2014,12.65075847,1374,1255,0,0,3,3,1.5,2,3,7,7,104
2014,12.6854076,12231,1290,0,2265,1,3,1,0,3,7,7,76
2014,12.70987365,9079,1300,0,903,1,3,1.75,0,3,7,6.6,86
2014,12.63134038,1086,1220,0,901,3,3,1.5,2,3,8,7.3,107
2014,13.39239051,4000,2630,0,751,3,4,2.5,2,3,8,7.5,102
2014,12.5776362,15954,1950,0,8516,1,3,1.5,0,4,8,7.9,59
2014,14.03865411,5000,2360,800,0,2,4,3.25,1,5,9,9.9,65
2014,13.03898177,4708,860,690,0,1,3,1.75,0,4,7,7.9,49
2014,12.98310131,6380,850,850,0,1,4,2.5,0,4,7,7.9,40
2015,13.40603743,11880,1630,880,1673,1,4,2.75,0,5,8,8.9,78
2014,13.67048479,4180,1800,0,0,2,4,1.75,1,4,8,8,21
2014,12.86099861,18000,1200,600,3434,1,3,1.75,0,3,8,7.7,68
2014,13.11634531,9315,1350,520,5958,1,3,2.25,0,3,7,6.9,75
2014,12.54254488,3000,1010,0,0,1,2,1,0,4,7,7.9,25
2015,12.14419724,17487,1120,0,3523,1,2,1.5,0,3,6,6.8,24
2014,13.07841149,4755,1200,890,1957,1,3,1,0,3,8,7.3,69
2014,13.95091519,18361,4370,0,3418,2,4,3.5,1,3,11,8.5,101
2014,12.31043266,7187,970,470,5402,1,3,2,0,4,7,7.6,81
2014,13.59111622,209523,2580,0,68301,2,4,3,1,3,8,7.3,84
2014,13.32105029,7399,3190,0,2433,2,4,2.5,1,3,10,8,106
2014,12.93120287,5809,1750,630,1234,2,4,3.5,1,4,7,7.8,95
2014,12.89921983,4875,1420,0,4875,1.5,4,1,1,3,7,6.9,30
2015,13.59553822,6768,2990,0,1974,2,5,2.75,1,3,9,7.7,114
2014,12.67607627,7757,2680,0,489,2,3,2.5,1,3,8,7.2,90
2015,13.13626628,7649,2730,0,4460,2,4,2.5,1,3,7,7.2,106
2014,12.86747113,8329,1220,0,557,1,3,1,0,3,6,6.7,46
2015,12.88916949,12616,1500,0,4948,1,3,1,0,3,7,7.2,67
2014,12.8293337,11788,1430,400,4573,1,3,1.75,0,3,8,7.1,58
2014,14.21085799,19252,4570,0,6516,2,5,2.5,1,5,10,9.9,65
2014,12.79358149,7698,2470,0,0,2,4,2.25,1,3,8,7.3,83
2015,12.92391244,4342,670,130,1174,1,2,1,0,3,6,6.7,27
2014,13.44444688,23488,2900,0,6294,2,4,2.5,1,3,9,8,92
2014,12.40901349,5760,1410,0,0,1,3,2,0,3,7,6.8,85
2014,13.45883561,25958,1610,1220,7657,1,5,2.5,0,5,8,9.3,79
2014,12.49874226,9966,1100,580,1439,1,4,1.75,0,3,7,6.9,77
2014,12.32385568,26055,920,840,8506,1,3,1.75,0,3,7,7,79
2014,13.79530785,11034,2240,0,4918,2,4,2.25,1,3,8,7.4,76
2015,13.58609739,5000,1380,0,1034,1.5,2,1,1,3,5,6.2,5
2015,12.18075484,5100,820,0,2513,1,2,1,0,3,6,6.5,53
2014,13.08154138,10575,1730,450,6679,1,4,2,0,2,6,5.8,50
2014,13.09190417,3600,1100,300,2649,1,4,2,0,3,7,6.7,0
2014,11.77528973,9000,880,0,3158,1,2,1,0,3,5,6.5,28
2014,12.69158046,5703,1060,0,3813,1,2,1,0,4,6,7.4,46
2015,12.99453001,7245,1530,0,1841,1,3,1.75,0,4,7,8.1,84
2014,13.21767356,14782,1460,1020,3303,1,4,1.75,0,3,8,7.7,58
2014,12.64432758,7150,1490,0,3368,1,3,1.75,0,5,6,8.5,67
2014,13.18063229,39478,3260,400,10491,2,3,2.5,1,4,9,8.4,89
2014,12.87390202,8548,2340,0,1443,2,4,2.5,1,3,8,7.1,93
